CSV Version,1
"File name","35_4_1b.rpt"
"Title",""
"Measurement date","8/20/2013"
"Measurement time","2:15:58 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","310.420 ","um"
"Double scan","Auto(ON)"
"Brightness1","7280"
"Brightness2","8203"
"ND filter","1","%","10","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-71.12","um","-126.35","um","2161.11","um2","20220.49","um2","153696.73","um3","0.172","%","261.15","um","68.56","um","50.37","um","52.46","um",""
"2","-78.12","um","-120.80","um","1305.67","um2","13729.26","um2","101993.52","um3","0.104","%","135.59","um","43.37","um","39.18","um","40.77","um",""
"3","-51.59","um","-83.24","um","1385.93","um2","9703.48","um2","71497.81","um3","0.110","%","169.23","um","53.17","um","43.37","um","42.01","um",""
"4","-74.26","um","-111.60","um","1205.84","um2","12028.36","um2","89547.33","um3","0.096","%","135.59","um","44.77","um","36.38","um","39.18","um",""
"5","-69.22","um","-101.98","um","1192.13","um2","10655.72","um2","82518.76","um3","0.095","%","141.05","um","43.37","um","39.18","um","38.96","um",""
"6","-52.48","um","-93.51","um","1252.82","um2","9701.46","um2","65752.29","um3","0.100","%","180.28","um","58.76","um","37.78","um","39.94","um",""
"7","-53.85","um","-76.68","um","1176.47","um2","8417.88","um2","63355.46","um3","0.094","%","154.56","um","50.37","um","36.38","um","38.70","um",""
"8","-44.12","um","-64.72","um","1256.73","um2","8276.95","um2","55444.19","um3","0.100","%","143.17","um","47.57","um","37.78","um","40.00","um",""
"9","-74.38","um","-126.18","um","1315.46","um2","13827.07","um2","97841.11","um3","0.105","%","148.96","um","46.17","um","40.57","um","40.93","um",""
"10","-74.79","um","-114.56","um","1274.35","um2","12714.61","um2","95313.43","um3","0.101","%","146.30","um","46.17","um","36.38","um","40.28","um",""
"11","-54.73","um","-84.50","um","1440.74","um2","9982.30","um2","78850.10","um3","0.115","%","213.38","um","61.56","um","43.37","um","42.83","um",""
"12","-71.00","um","-107.97","um","1131.45","um2","11468.10","um2","80327.92","um3","0.090","%","127.68","um","41.97","um","36.38","um","37.96","um",""
"13","-66.22","um","-99.39","um","1152.98","um2","10198.99","um2","76352.39","um3","0.092","%","143.17","um","46.17","um","37.78","um","38.31","um",""
"14","-59.59","um","-92.04","um","1290.01","um2","10107.86","um2","76868.90","um3","0.103","%","168.55","um","50.37","um","39.18","um","40.53","um",""
"15","-52.03","um","-76.53","um","1489.68","um2","10026.55","um2","77509.52","um3","0.118","%","173.33","um","50.37","um","41.97","um","43.55","um",""
"16","-49.48","um","-72.20","um","1315.46","um2","8369.08","um2","65091.96","um3","0.105","%","153.40","um","50.37","um","39.18","um","40.93","um",""
"17","-70.60","um","-125.69","um","1278.26","um2","12674.03","um2","90251.64","um3","0.102","%","145.00","um","44.77","um","37.78","um","40.34","um",""
"18","-73.42","um","-111.40","um","1219.54","um2","13114.85","um2","89535.07","um3","0.097","%","137.09","um","47.57","um","37.78","um","39.41","um",""
"19","-64.29","um","-102.57","um","1143.19","um2","10499.41","um2","73491.41","um3","0.091","%","131.49","um","43.37","um","37.78","um","38.15","um",""
"20","-66.83","um","-95.47","um","1391.80","um2","11951.05","um2","93017.50","um3","0.111","%","170.53","um","57.36","um","37.78","um","42.10","um",""
"21","-61.26","um","-92.72","um","1264.56","um2","10325.96","um2","77461.93","um3","0.101","%","157.36","um","43.37","um","40.57","um","40.13","um",""
"22","-56.81","um","-87.17","um","1581.68","um2","11381.91","um2","89856.21","um3","0.126","%","197.07","um","60.16","um","44.77","um","44.88","um",""
"23","-55.72","um","-83.40","um","1305.67","um2","9580.79","um2","72746.85","um3","0.104","%","152.92","um","48.97","um","39.18","um","40.77","um",""
"24","-53.83","um","-78.49","um","1487.72","um2","10287.17","um2","80085.73","um3","0.118","%","176.12","um","57.36","um","39.18","um","43.52","um",""
"25","-72.55","um","-123.21","um","1278.26","um2","13499.09","um2","92736.87","um3","0.102","%","145.14","um","46.17","um","39.18","um","40.34","um",""
"26","-72.39","um","-115.84","um","1078.60","um2","11559.14","um2","78083.22","um3","0.086","%","126.04","um","41.97","um","36.38","um","37.06","um",""
"27","-71.75","um","-105.62","um","1135.36","um2","11157.60","um2","81462.22","um3","0.090","%","137.09","um","40.57","um","37.78","um","38.02","um",""
"28","-68.61","um","-101.29","um","1205.84","um2","11094.68","um2","82736.36","um3","0.096","%","148.28","um","47.57","um","36.38","um","39.18","um",""
"29","-65.95","um","-95.03","um","1178.43","um2","10168.97","um2","77713.22","um3","0.094","%","146.16","um","41.97","um","37.78","um","38.74","um",""
"30","-61.65","um","-93.45","um","1546.45","um2","12263.26","um2","95339.44","um3","0.123","%","195.57","um","61.56","um","37.78","um","44.37","um",""
"31","-57.07","um","-88.22","um","1376.14","um2","10016.02","um2","78533.10","um3","0.109","%","160.97","um","54.57","um","39.18","um","41.86","um",""
"32","-54.87","um","-83.19","um","1147.11","um2","8660.12","um2","62940.46","um3","0.091","%","138.73","um","41.97","um","37.78","um","38.22","um",""
"33","-71.79","um","-124.77","um","1393.76","um2","13767.32","um2","100064.72","um3","0.111","%","159.33","um","48.97","um","41.97","um","42.13","um",""
"34","-73.67","um","-117.86","um","1291.97","um2","12962.38","um2","95182.93","um3","0.103","%","142.01","um","44.77","um","40.57","um","40.56","um",""
"35","-76.92","um","-111.25","um","1540.57","um2","14254.10","um2","118502.01","um3","0.123","%","174.96","um","57.36","um","40.57","um","44.29","um",""
"36","-71.15","um","-106.76","um","1092.30","um2","10723.23","um2","77720.73","um3","0.087","%","148.14","um","46.17","um","36.38","um","37.29","um",""
"37","-68.09","um","-101.37","um","1170.60","um2","10796.58","um2","79700.88","um3","0.093","%","143.51","um","43.37","um","39.18","um","38.61","um",""
"38","-68.46","um","-99.46","um","1274.35","um2","10727.67","um2","87239.18","um3","0.101","%","155.38","um","44.77","um","39.18","um","40.28","um",""
"39","-59.55","um","-96.41","um","998.34","um2","8781.22","um2","59447.59","um3","0.079","%","136.27","um","40.57","um","34.98","um","35.65","um",""
"40","-59.32","um","-91.55","um","1291.97","um2","10472.52","um2","76639.60","um3","0.103","%","153.40","um","53.17","um","37.78","um","40.56","um",""
"41","-69.77","um","-127.99","um","1509.25","um2","14530.20","um2","105296.99","um3","0.120","%","172.37","um","51.77","um","43.37","um","43.84","um",""
"42","-82.61","um","-122.44","um","1659.98","um2","16347.01","um2","137130.07","um3","0.132","%","181.24","um","54.57","um","41.97","um","45.97","um",""
"43","-75.30","um","-118.43","um","1205.84","um2","12487.14","um2","90793.31","um3","0.096","%","142.21","um","46.17","um","36.38","um","39.18","um",""
"44","-77.12","um","-114.85","um","1186.26","um2","12215.13","um2","91480.19","um3","0.094","%","148.62","um","41.97","um","40.57","um","38.86","um",""
"45","-71.33","um","-109.83","um","1348.74","um2","12375.27","um2","96201.90","um3","0.107","%","152.92","um","53.17","um","37.78","um","41.44","um",""
"46","-69.74","um","-105.80","um","1305.67","um2","11775.49","um2","91056.57","um3","0.104","%","157.02","um","48.97","um","39.18","um","40.77","um",""
"47","-72.81","um","-104.01","um","1798.97","um2","15263.28","um2","130979.17","um3","0.143","%","183.02","um","62.96","um","39.18","um","47.86","um",""
"48","-65.95","um","-99.14","um","1382.01","um2","11679.46","um2","91138.79","um3","0.110","%","169.71","um","55.96","um","40.57","um","41.95","um",""

"Total","-3158.14","um","-4886.96","um","63416.00","um2","556820.23","um2","4176527.27","um3","5.044","%","7581.03","um","2377.10","um","1881.81","um","1963.66","um",""
"Max.","-44.12","um","-64.72","um","2161.11","um2","20220.49","um2","153696.73","um3","0.172","%","261.15","um","68.56","um","50.37","um","52.46","um",""
"Min.","-82.61","um","-127.99","um","998.34","um2","8276.95","um2","55444.19","um3","0.079","%","126.04","um","40.57","um","34.98","um","35.65","um",""
"Ave.","-65.79","um","-101.81","um","1321.17","um2","11600.42","um2","87010.98","um3","0.105","%","157.94","um","49.52","um","39.20","um","40.91","um",""
"Std. DV","8.88","um","15.86","um","198.53","um2","2215.09","um2","18682.70","um3","0.016","%","24.07","um","6.71","um","2.70","um","2.93","um",""
"3sigma","26.64","um","47.59","um","595.60","um2","6645.27","um2","56048.11","um3","0.047","%","72.20","um","20.13","um","8.11","um","8.78","um",""

"Concave measurement"
"Thresh.","135.60","um"
"Ignore small areas","100","pixel"
