CSV Version,1
"File name","35_4_2a.rpt"
"Title",""
"Measurement date","8/20/2013"
"Measurement time","2:37:57 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","331.392 ","um"
"Double scan","Auto(ON)"
"Brightness1","7310"
"Brightness2","8237"
"ND filter","1","%","10","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-62.86","um","-104.42","um","1021.83","um2","9903.07","um2","64229.21","um3","0.066","%","138.73","um","40.57","um","37.78","um","36.07","um",""
"2","-61.02","um","-109.14","um","1023.79","um2","10390.91","um2","62472.49","um3","0.067","%","129.17","um","43.37","um","36.38","um","36.10","um",""
"3","-75.47","um","-120.04","um","1231.28","um2","13146.13","um2","92929.97","um3","0.080","%","143.51","um","47.57","um","36.38","um","39.59","um",""
"4","-69.58","um","-116.59","um","1070.77","um2","11090.81","um2","74506.58","um3","0.070","%","128.02","um","39.18","um","37.78","um","36.92","um",""
"5","-69.54","um","-108.72","um","1102.09","um2","10969.49","um2","76637.79","um3","0.072","%","131.49","um","41.97","um","37.78","um","37.46","um",""
"6","-50.19","um","-104.73","um","859.35","um2","8109.44","um2","43132.29","um3","0.056","%","116.82","um","36.38","um","33.58","um","33.08","um",""
"7","-58.49","um","-117.92","um","775.18","um2","8446.40","um2","45338.36","um3","0.050","%","111.71","um","34.98","um","30.78","um","31.42","um",""
"8","-75.82","um","-119.53","um","1152.98","um2","12203.63","um2","87418.91","um3","0.075","%","136.75","um","41.97","um","39.18","um","38.31","um",""
"9","-74.53","um","-117.91","um","1387.89","um2","13830.64","um2","103436.39","um3","0.090","%","164.79","um","51.77","um","40.57","um","42.04","um",""
"10","-76.89","um","-123.46","um","1199.96","um2","13162.49","um2","92264.21","um3","0.078","%","138.39","um","40.57","um","40.57","um","39.09","um",""
"11","-63.62","um","-101.36","um","1413.33","um2","11741.45","um2","89919.75","um3","0.092","%","161.65","um","51.77","um","41.97","um","42.42","um",""
"12","-70.68","um","-111.50","um","1019.87","um2","11253.35","um2","72085.22","um3","0.066","%","124.06","um","37.78","um","36.38","um","36.04","um",""
"13","-64.88","um","-105.94","um","1010.08","um2","9993.43","um2","65533.92","um3","0.066","%","140.71","um","40.57","um","33.58","um","35.86","um",""
"14","-57.37","um","-106.34","um","741.90","um2","8083.44","um2","42560.49","um3","0.048","%","108.09","um","32.18","um","33.58","um","30.73","um",""
"15","-36.86","um","-103.15","um","348.44","um2","3778.49","um2","12842.45","um3","0.023","%","69.19","um","18.19","um","26.58","um","21.06","um",""
