CSV Version,1
"File name","63_7_1a.rpt"
"Title",""
"Measurement date","8/19/2013"
"Measurement time","4:18:28 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","415.484 ","um"
"Double scan","Auto(ON)"
"Brightness1","6610"
"Brightness2","7306"
"ND filter","3","%","30","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-111.91","um","-254.21","um","1215.62","um2","21445.86","um2","136039.05","um3","0.079","%","140.71","um","40.57","um","39.18","um","39.34","um",""
"2","-100.02","um","-254.21","um","1043.36","um2","18460.91","um2","104358.42","um3","0.068","%","130.81","um","36.38","um","39.18","um","36.45","um",""
"3","-118.46","um","-254.21","um","1246.94","um2","21129.57","um2","147707.63","um3","0.081","%","149.30","um","44.77","um","37.78","um","39.85","um",""
"4","-96.97","um","-220.07","um","1129.49","um2","17984.64","um2","109523.56","um3","0.073","%","139.07","um","39.18","um","39.18","um","37.92","um",""
"5","-97.38","um","-184.39","um","1162.77","um2","17344.94","um2","113232.38","um3","0.076","%","140.37","um","41.97","um","39.18","um","38.48","um",""
"6","-107.53","um","-254.21","um","1127.53","um2","21942.49","um2","121249.00","um3","0.073","%","131.63","um","39.18","um","37.78","um","37.89","um",""
"7","-108.32","um","-254.21","um","1080.55","um2","19576.76","um2","117043.27","um3","0.070","%","126.86","um","39.18","um","39.18","um","37.09","um",""
"8","-124.00","um","-254.21","um","1270.43","um2","23216.29","um2","157535.72","um3","0.083","%","144.80","um","44.77","um","37.78","um","40.22","um",""
"9","-87.91","um","-254.21","um","939.61","um2","15297.34","um2","82601.97","um3","0.061","%","117.30","um","34.98","um","36.38","um","34.59","um",""
"10","-104.71","um","-219.22","um","1209.75","um2","19377.79","um2","126678.35","um3","0.079","%","139.21","um","41.97","um","36.38","um","39.25","um",""
"11","-114.51","um","-254.21","um","1156.90","um2","21824.58","um2","132474.35","um3","0.075","%","149.44","um","46.17","um","37.78","um","38.38","um",""
