CSV Version,1
"File name","63_7_1c.rpt"
"Title",""
"Measurement date","8/19/2013"
"Measurement time","4:55:44 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","370.780 ","um"
"Double scan","Auto(ON)"
"Brightness1","6610"
"Brightness2","7308"
"ND filter","3","%","30","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-42.25","um","-66.57","um","1248.90","um2","7420.53","um2","52769.84","um3","0.081","%","132.79","um","41.97","um","37.78","um","39.88","um",""
"2","-47.77","um","-64.52","um","1319.37","um2","8006.72","um2","63024.53","um3","0.086","%","141.87","um","44.77","um","39.18","um","40.99","um",""
"3","-46.82","um","-63.56","um","1182.35","um2","7304.07","um2","55353.63","um3","0.077","%","133.27","um","40.57","um","36.38","um","38.80","um",""
"4","-48.35","um","-70.39","um","1135.36","um2","7786.61","um2","54898.03","um3","0.074","%","133.95","um","40.57","um","39.18","um","38.02","um",""
"5","-43.44","um","-67.13","um","1055.11","um2","7100.92","um2","45838.59","um3","0.069","%","130.33","um","41.97","um","33.58","um","36.65","um",""
"6","-44.86","um","-67.06","um","790.84","um2","5926.52","um2","35474.76","um3","0.051","%","113.20","um","34.98","um","33.58","um","31.73","um",""
"7","-49.74","um","-68.75","um","1072.72","um2","7379.42","um2","53360.30","um3","0.070","%","141.05","um","41.97","um","36.38","um","36.96","um",""
"8","-48.90","um","-73.73","um","1244.99","um2","8070.18","um2","60877.34","um3","0.081","%","153.54","um","46.17","um","37.78","um","39.81","um",""
"9","-49.93","um","-74.25","um","1170.60","um2","8256.60","um2","58445.49","um3","0.076","%","131.97","um","41.97","um","39.18","um","38.61","um",""
"10","-49.77","um","-67.54","um","1164.73","um2","8231.21","um2","57968.11","um3","0.076","%","141.87","um","44.77","um","36.38","um","38.51","um",""
