CSV Version,1
"File name","63_7_2c.rpt"
"Title",""
"Measurement date","8/20/2013"
"Measurement time","1:14:04 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","370.564 ","um"
"Double scan","Auto(ON)"
"Brightness1","6610"
"Brightness2","7306"
"ND filter","3","%","30","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-78.88","um","-145.80","um","1231.28","um2","14114.69","um2","97120.03","um3","0.080","%","135.59","um","41.97","um","40.57","um","39.59","um",""
"2","-93.16","um","-149.17","um","1372.23","um2","17248.37","um2","127842.22","um3","0.089","%","162.47","um","46.17","um","41.97","um","41.80","um",""
"3","-96.09","um","-149.25","um","1360.48","um2","17398.87","um2","130725.41","um3","0.088","%","149.92","um","44.77","um","40.57","um","41.62","um",""
"4","-96.81","um","-146.67","um","1352.65","um2","16762.37","um2","130949.64","um3","0.088","%","147.32","um","43.37","um","41.97","um","41.50","um",""
"5","-93.72","um","-142.56","um","1205.84","um2","15823.20","um2","113009.74","um3","0.078","%","136.27","um","40.57","um","43.37","um","39.18","um",""
"6","-78.85","um","-146.70","um","978.76","um2","12811.31","um2","77179.56","um3","0.064","%","136.27","um","40.57","um","33.58","um","35.30","um",""
"7","-95.11","um","-147.56","um","1297.84","um2","16502.77","um2","123434.69","um3","0.084","%","152.72","um","44.77","um","36.38","um","40.65","um",""
"8","-94.33","um","-138.44","um","1307.63","um2","16777.31","um2","123351.17","um3","0.085","%","140.37","um","44.77","um","39.18","um","40.80","um",""
"9","-90.35","um","-148.10","um","1145.15","um2","14867.38","um2","103465.87","um3","0.074","%","133.27","um","41.97","um","36.38","um","38.18","um",""
"10","-90.60","um","-147.44","um","1282.18","um2","15634.00","um2","116163.99","um3","0.083","%","146.30","um","44.77","um","37.78","um","40.40","um",""
"11","-81.23","um","-137.90","um","865.23","um2","11319.51","um2","70280.81","um3","0.056","%","119.28","um","34.98","um","33.58","um","33.19","um",""
"12","-80.32","um","-141.13","um","959.19","um2","12268.36","um2","77045.23","um3","0.062","%","120.44","um","36.38","um","36.38","um","34.95","um",""
"13","-79.64","um","-147.89","um","1256.73","um2","15064.38","um2","100087.70","um3","0.082","%","138.73","um","43.37","um","39.18","um","40.00","um",""
"14","-86.99","um","-148.27","um","1372.23","um2","16114.09","um2","119366.65","um3","0.089","%","156.20","um","44.77","um","40.57","um","41.80","um",""
"15","-95.73","um","-147.95","um","1338.95","um2","16847.02","um2","128181.99","um3","0.087","%","160.15","um","43.37","um","43.37","um","41.29","um",""
"16","-80.97","um","-147.39","um","1364.40","um2","15647.56","um2","110470.92","um3","0.089","%","147.60","um","44.77","um","37.78","um","41.68","um",""
"17","-89.24","um","-147.56","um","1360.48","um2","16189.20","um2","121402.84","um3","0.088","%","151.42","um","46.17","um","40.57","um","41.62","um",""
"18","-87.52","um","-142.59","um","1143.19","um2","14240.80","um2","100051.60","um3","0.074","%","144.32","um","43.37","um","37.78","um","38.15","um",""
"19","-93.38","um","-146.83","um","1313.50","um2","16052.27","um2","122658.66","um3","0.085","%","157.36","um","46.17","um","40.57","um","40.89","um",""
