CSV Version,1
"File name","63_7_2a.rpt"
"Title",""
"Measurement date","8/19/2013"
"Measurement time","5:06:35 PM"
"User mode","Easy"
"Objective lens","Standard lens 10.0","x"
"NA","0.300"
"Size","Standard"
"Mode","Surface profile"
"RPD","ON"
"Quality","High accuracy"
"Pitch","4.000 ","um"
"Z measurement distance","394.678 ","um"
"Double scan","Auto(ON)"
"Brightness1","6620"
"Brightness2","7319"
"ND filter","3","%","30","%"
"Optical zoom","1.0","x"
"Average count","1","time"
"Filter","OFF"
"Fine mode","ON"
"Line count","---"
"Line position1","---"
"Line position2","---"
"Line position3","---"
"Camera gain","0","dB"
"Shutter speed","Auto"
"White balance mode","Auto"
"White balance R","108"
"White balance B","174"
"Intensity correction mode","Gamma correction"
"Gamma correction value","0.45"
"Gamma offset","0","%"
"W/B inversion","OFF"
"Head type","VK-X210"
"Correct intensity eccentricity","ON"
"Correct field curvature","ON"
"XY calibration","1399.116 ","nm/pixel"
"Z calibration","0.100 ","nm/digit"
"Saturation","5"
"Contrast","5"
"Brightness","0"
"AI noise elimination","Auto(ON)"
"Angled surface noise filter","Auto(ON)"

"Bump measurement"
"","Average height","","Max. height","","C.S. area","","Surface area","","Volume","","Area ratio","","Perimeter","","Horz. Feret diameter","","Vert. Feret diameter","","Circle equivalent dia","","Comment"
"1","-97.37","um","-167.87","um","1407.46","um2","18369.27","um2","137042.07","um3","0.091","%","160.15","um","46.17","um","43.37","um","42.33","um",""
"2","-106.86","um","-177.47","um","1170.60","um2","17130.65","um2","125091.72","um3","0.076","%","136.41","um","39.18","um","41.97","um","38.61","um",""
"3","-103.08","um","-173.41","um","1178.43","um2","17021.72","um2","121474.18","um3","0.077","%","144.66","um","43.37","um","40.57","um","38.74","um",""
"4","-96.73","um","-180.77","um","1172.56","um2","16613.13","um2","113421.86","um3","0.076","%","142.01","um","40.57","um","39.18","um","38.64","um",""
"5","-107.80","um","-188.93","um","1127.53","um2","17645.83","um2","121547.50","um3","0.073","%","150.60","um","39.18","um","37.78","um","37.89","um",""
"6","-91.52","um","-185.04","um","1068.81","um2","15480.34","um2","97816.99","um3","0.069","%","133.95","um","41.97","um","36.38","um","36.89","um",""
"7","-98.22","um","-191.00","um","1305.67","um2","18849.20","um2","128244.90","um3","0.085","%","152.72","um","44.77","um","40.57","um","40.77","um",""
"8","-99.26","um","-190.59","um","1170.60","um2","17290.10","um2","116193.01","um3","0.076","%","145.48","um","40.57","um","39.18","um","38.61","um",""
"9","-96.73","um","-231.49","um","1031.62","um2","16163.73","um2","99790.17","um3","0.067","%","139.07","um","40.57","um","34.98","um","36.24","um",""
"10","-71.63","um","-188.95","um","833.91","um2","12167.31","um2","59730.66","um3","0.054","%","124.06","um","32.18","um","36.38","um","32.58","um",""
"11","-104.60","um","-193.19","um","1272.39","um2","19613.20","um2","133092.49","um3","0.083","%","159.48","um","47.57","um","36.38","um","40.25","um",""
"12","-107.96","um","-179.70","um","1270.43","um2","18164.12","um2","137149.87","um3","0.083","%","150.26","um","41.97","um","40.57","um","40.22","um",""
"13","-74.56","um","-172.16","um","1047.28","um2","13787.71","um2","78080.84","um3","0.068","%","140.37","um","37.78","um","40.57","um","36.52","um",""
"14","-103.17","um","-174.22","um","1374.18","um2","18304.86","um2","141769.91","um3","0.089","%","159.67","um","46.17","um","43.37","um","41.83","um",""
"15","-75.47","um","-183.85","um","1060.98","um2","14272.23","um2","80067.40","um3","0.069","%","132.65","um","39.18","um","37.78","um","36.75","um",""
"16","-97.38","um","-168.66","um","1378.10","um2","18444.74","um2","134193.98","um3","0.090","%","160.29","um","46.17","um","39.18","um","41.89","um",""
"17","-105.92","um","-186.53","um","1266.52","um2","19393.71","um2","134149.14","um3","0.082","%","145.96","um","44.77","um","39.18","um","40.16","um",""
"18","-90.86","um","-186.32","um","1064.89","um2","15799.21","um2","96758.43","um3","0.069","%","138.25","um","40.57","um","36.38","um","36.82","um",""
"19","-73.64","um","-183.52","um","1186.26","um2","15471.03","um2","87353.70","um3","0.077","%","132.79","um","40.57","um","39.18","um","38.86","um",""
"20","-103.36","um","-187.09","um","1297.84","um2","19187.13","um2","134139.18","um3","0.084","%","149.44","um","44.77","um","39.18","um","40.65","um",""
